,PC1,PC2,PC3,PC4,PC5,PC6
0,-0.024165543250913097,-0.009743879039199361,0.028704592090086835,0.008759091992564751,0.01631044789548675,-0.013834772037909993
1,0.022610064937821243,-0.0012606966164213295,-0.03111873174208533,0.004715579695530479,0.03801626285158135,0.022547200173702053
2,-0.00389988750091845,0.0002785588789100717,-0.006410186938883192,-0.010745591514684993,-0.011383065741228063,-0.017795680193116913
3,-0.01849323943508313,-0.009670155367919188,0.027313838832851756,0.009357114183067053,0.00909594644797022,-0.015240094913638976
4,0.017942915848588748,-0.0041762269310167835,-0.024930244084044286,0.006579533116826593,0.03232492903416407,0.015534260278130974
5,-0.005274922163091327,-0.0018100015519984948,-0.0009744465672741923,-0.009518374990949093,-0.013821595797167564,-0.020640255276016463
6,-0.02221297168374075,-0.004989381893243761,0.011790531464818187,0.006514589064171985,0.007965284487775786,-0.013571937517809813
7,0.010523445612454857,-0.004560638742210657,-0.025420846489815005,0.006709463106491276,0.030783861422074,0.012762410025810595
8,-0.004371876801645269,-0.0017481763418826781,-0.0005377986228195608,-0.009236306454634679,-0.005254904172647828,-0.016176235574520546
9,-0.015229745406890004,-0.004673041216857729,0.012420294381592015,0.0060736226636498485,-0.0005283328597838258,-0.015605827279877154
10,0.0037518593651680037,-0.005656398975940876,-0.019068268046387418,0.006046447444526411,0.02553629152972981,0.007300916205597061
11,-0.0049818241544780815,-0.002826923681115252,0.0046204673928407665,-0.008605927294137556,-0.004708223532846362,-0.016027381457093322
12,-0.015258610306861244,-0.0016071751102345148,-0.0014081441798628979,0.004494483072134049,-0.004553126411719305,-0.015570945268497716
13,0.006438724665508785,-0.011460940275974319,-0.01304866226419331,0.014427217484910734,0.017798430082453836,0.0022644931787824977
14,-0.004538589573343988,-0.0027790759727242945,-0.0049808846548845655,-0.004607969529446055,0.0011829984566106761,-0.009295051584625317
15,-0.009750338153525741,-0.015159284005186286,-0.0066945444781024285,0.02645404504212293,-0.012366901793072708,-0.013002732863901486
16,0.006425779123092195,-0.010603220555440671,-0.003834900119233741,0.008195268339320093,0.009198553185665417,-0.004070298869441281
17,-0.0032320621786421,-0.0023870119878227386,-0.009147017334603309,-0.003047548167510166,0.004162221700064994,-0.006908945928654412
18,-0.0015605077874474955,-0.007999058900135195,-0.009173647854878406,0.012523904383293986,-0.02139806297025868,-0.015693874500593577
19,0.0151404483788403,-0.016938176469604174,0.0017066768829407917,0.01817605681661123,-0.0032384214923026552,-0.005485216597878375
20,-0.0005035052924818829,0.00484681154656132,-0.01936865517568541,-0.015156739034947585,0.004363341479931623,-0.00650147390740542
21,0.003218012075859207,-0.0072439947878879096,-0.01243784030906796,0.010200817591791669,-0.026678715483367033,-0.016495299646985383
22,0.016749981382344285,-0.017663021769598566,0.0012682200475000345,0.019415053032144688,-0.005636298343033128,-0.004151623767669172
23,-0.0033323196365807324,0.0043596816824871265,-0.01391565774571647,-0.006963980389752511,0.016402597310764103,0.002909456379755048
24,0.012849752633250009,-0.020766828330156403,-0.0067801396409146245,0.029644027989383218,-0.03817525841717155,-0.002413446325951183
25,0.02355469494175671,-0.02587948720350923,0.004019774719831778,0.03144883308374728,-0.01603613328269503,0.0002446478611362423
26,0.0010630457872556687,0.01996116262534884,-0.023436541858157356,-0.02893990609058358,0.021249515547729907,-0.007174545914965176
27,0.021803619217257486,-0.014073859742058449,-0.012655199473617772,0.021713619133325295,-0.042688942612173514,-0.009605849000533349
28,0.02505697946123288,-0.03258094783027225,0.004982281720496262,0.038184947958050185,-0.018644338613695934,0.006826484006810416
29,0.0006953338872772929,0.01085673368950242,-0.017178902211466184,-0.023796033296431637,0.03357274842612622,-0.0005700484379621992
30,0.029269651502003124,-0.04566931479850125,-0.0013620365040960538,0.05176584286166971,-0.04690235867105423,0.009359176715528838
31,0.02326031908808951,-0.016483937779183097,0.0030293737178165993,0.02767389037516582,-0.01766805112812573,-0.007500462107031824
32,-0.0012721910063329702,0.0030893715687796506,-0.013072729721044753,-0.017110026549514108,0.030259002802237193,0.002004206887998621
33,0.03344914425729249,-0.035403970580714574,-0.009453321604779729,0.038412728739317045,-0.03987336063750899,0.007953940440827312
34,0.007506938305072744,-0.0587452567288393,0.02395112930642342,0.06156763158333735,-0.017567706052159186,0.02576848254054258
35,-0.005768531322449463,-0.029762792027690277,0.003147256573761781,0.014087545757282011,0.032443775962623815,0.02126988425835198
36,0.047632056019921334,0.003936230463262838,-0.029356779175908666,0.0045243349248398484,-0.04202080416085036,-0.01539744080083074
37,0.0047969850469735,-0.025890903873106108,0.013062554675497207,0.031861525637286274,-0.01789006209047641,-0.0017707693565008856
38,-0.0018094002657496235,-0.011783952672706953,-0.0038783469091820217,-0.0009735618524584388,0.02995127124167749,0.006732057135870093
39,0.04052975517259073,0.00023666425846131727,-0.026846161881794502,0.007357638507673975,-0.03779387632347795,-0.011842919739358387
40,-0.006479764918072708,-0.017262699019723722,0.011068902549218076,0.02071555001046628,-0.011786736819656059,-0.012011800531750202
41,-0.00043589106399288433,-0.006834520910374266,-0.004662770657296376,-0.004402241770318053,0.0287059430659627,0.0014883038642545822
42,0.043971604166191676,-0.0021770057924777268,-0.026022220491409898,0.010937696061980725,-0.039737714429809036,-0.00730836014038005
43,-0.017227024799288178,-0.014715886347593644,0.011810578392579105,0.016269204175161305,-0.01000889678257389,-0.015979012135686668
44,-0.0008664434054610086,-0.00668663160806487,-0.003101862282614737,-0.003821690534274084,0.022120661293612363,0.0005722215908819299
45,0.03765096197049438,-0.0004180072557410164,-0.02617315701963156,0.007888085490178021,-0.034592632311440996,-0.008623410766913857
