filename,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71
aligned_B_Finland_39_2010_EPI_ISL_86994,6.899402941252892,6.998577172849483,-30.3332311319959,-7.112691284464807,23.782754206570022,-20.560327499265156,-10.187079413310123,7.175329708020231,-2.1573401988947603,-1.5119849175782023,3.5168057299038042,0.6340926786478088,1.6574221387165082,1.4953316577544236,1.7317077628367212,-1.4208375690554262,2.5643147648675133,-1.3219282915181354,-2.1763915141171073,0.8488816848526517,0.7217788168029411,-1.528589946052434,0.40468816471418595,-1.0342284539926936,-0.5827043590084798,1.3872476956424844,-1.108394617298818,0.9065945714616407,-0.2337696140727065,0.6371302834498992,-0.2982655237316515,1.725786682123801,0.4639491165608874,1.5050050482705406,-1.156688109896319,-1.0397434962996948,-0.5310016975204989,-0.8644184570585837,0.6456732672033401,-0.4901190324093428,0.0770074637566779,-0.8662922527681894,-0.6685437099304102,0.9767675567165712,0.34408796875685005,-0.37457881858063224,-0.3672187009680119,0.08452992807244741,0.740884063202775,0.045761665456340576,0.01579640664150897,-0.38733599091010795,0.21126675568391684,0.5851899374562075,-0.5201031294960927,0.1676290751897421,0.1943960002326122,0.28058246398983133,-0.5463778351389478,-0.08291808310167212,-0.1611364664185299,0.012179018007459038,-0.052938316470726804,0.41242997113921354,0.10071093175595075,-0.40781761691843676,-0.0022764555858061143,-0.029294456944123214,-0.1197795449141108,-0.1284059579883551,1.3285533102526065e-13
B_Algeria_G486_2010_EPI_ISL_79601,-40.149583280819584,34.40556568922775,2.237278628670993,9.82037137735871,-3.9889542006187484,-4.987232014823801,6.390976639771142,-1.9363986064761618,-0.8969081488982062,2.7108774727281193,-2.2775530385003404,-0.9390508938670303,3.1749982015332807,-4.6340747447959325,-2.41338540864079,-0.7467058899228457,3.8610380957255925,0.4805139462030944,-0.8422073613729197,-0.48527730235870126,0.8714589833201806,-0.33958897576811364,2.7665278970365934,0.2315167561764981,-3.363179855966219,-1.1139918157711717,-2.031165231501642,1.8597113330584225,1.0225330830215336,-2.724252865421707,1.6571776007001244,1.1676616040298788,0.5869326662914867,-0.07024983843290046,0.7923627910782213,-0.31858846962915016,0.22760043052258216,-1.4644902005493128,0.8451313622683533,-0.5285164215960705,0.1665146708131417,0.24837527447019025,0.30536361477913915,0.0518870156673361,0.1893336788694328,0.4568941982277904,0.1558646203478354,0.2503580794249651,-0.3069788403426898,-1.052356655247977,-0.2587571996679519,-0.43595269974790085,0.35711183050489403,-0.6729996610414809,0.3968816416742842,0.18512867537930391,-0.013794061254333526,-0.802124238553206,0.10996318629542509,-0.06621733486197887,0.007984671859544304,-0.27364093645549187,-0.22042943637565765,-0.07113504870821621,0.42718399934020057,0.024465357479959766,0.049016078745415345,0.08544780794333791,-0.16781314762634708,-0.10145140582497018,1.3285533102526336e-13
B_Bangkok_163_1990_EPI_ISL_6819,-2.8320539883235427,-11.42086331771722,6.2756436554125,10.232783642716655,5.101337847149478,1.6511974550851773,-0.12828692381344073,2.5455667279053666,-2.178627701734575,-0.8077994767838003,-2.687631972456725,-1.8236578458336934,1.1576809360939948,-1.2768229095091352,2.423730283311547,0.3841078340763336,1.9940692764657142,-0.6673435613808036,-3.2786054738404053,1.589845746285699,-0.5375444535705628,-1.411178165132146,-0.305546114559496,-1.821473529887635,2.57474930465988,0.6460477415245443,-1.0504658499756954,0.16906917763362886,-0.019342190919906615,0.14217161407979645,1.0439538367124832,2.5685769269972845,-1.9153478396210526,-0.8895295453491475,-0.24857864030061833,0.18024151131338947,-1.527383358269426,-0.3400966008502489,-0.5962732154856478,-0.176605793926627,0.05497254828145041,1.4174263138693728,0.6584175885194625,0.16617591783820038,0.3303497101668024,1.6706274270992756,0.012949024293817429,0.39390308625079556,1.0802744514045524,0.3274359344389185,-0.07633567747401694,0.3605385064594583,-0.4223832596944824,-0.7020153190453013,-0.06848713652746098,-0.335151710224137,-0.5012394412797704,0.3508222924651905,0.4036218579273496,-0.05269555929089149,-0.08680318274386212,0.30164921136714995,0.9160525567915976,0.0363893550025584,0.4593514690975083,0.29004617110724856,0.06705296500397644,-0.553486873823134,0.3307836871562322,0.4528141048519669,1.328553310252576e-13
B_Barcelona_00143_2008_EPI_ISL_100274,-1.2619108444579028,-9.538730130357552,9.620808448652015,7.867945644438904,4.48270174151486,-0.6879450003603932,1.8358928167672335,3.9479027889903744,1.4323273458397412,-6.625828048796005,3.9883656748733944,0.04358457781992073,-6.3479659322795925,-1.4573504856722803,0.6476716777720942,-2.6670704066108906,-0.19981311174519156,0.521536470821286,-0.0072492309336585695,-2.0877338537636896,1.6624092067140388,0.7434101119013928,0.183851494140893,2.8222865785046696,-0.49845971656728233,-1.702722096332814,-0.3812268741835649,-0.24422748933153182,1.0881819366786003,0.7821914141997872,0.655647790440797,0.9011865317489594,0.5370377959714314,1.6418172508630573,2.226865420320236,-0.4920930851119012,-1.6470474082174755,0.8628536954665961,1.4368273839750223,1.3939965073766516,0.6366687141666164,-0.6684112171256622,-0.1966762773544143,0.6328554975420532,-0.9021560340281592,0.05348709291302739,-0.1825923446598988,0.40581185826086846,-0.8601425298802571,0.09829838349099357,0.6303071696434308,-0.06035744672382155,0.0833500730367545,-0.5886523114279137,0.8844018110734796,-0.7515139861892127,0.338911165716649,0.7874970729761468,-0.3263765553438584,-0.16325705573697344,0.19537345757549843,0.035417229092508384,0.9042692887731345,0.21561516588871177,0.06234329001808948,-0.08396884180960662,-0.0911839644272991,0.14854457518130926,-0.10098651046240772,-0.08438208357826071,1.328553310252595e-13
B_Brisbane_1_2008_EPI_ISL_23200,5.043075271571516,-8.218417110773155,0.7162370705355545,6.093393625134006,3.902779340428875,7.722223878210391,-6.085531379929593,8.325178920261985,-1.4939410476281194,3.17777831214231,-2.157497150891007,-1.9004767345095246,2.843951988388432,2.076516543362325,4.5977576831634295,-2.077953207630118,-0.7322427983469605,-1.726232845406124,2.504937001884747,2.306601030092743,2.66960620876044,1.0437397443205392,-1.933403347505178,0.3991423667309344,-1.9187436720622022,0.7972536715321028,-0.9570757166111987,1.5038236054291865,-0.03621066350590724,1.6406871317587075,0.6102671421222804,-0.2727312991345881,0.9251359320480309,-1.086550055883148,0.2570698923025787,0.13028137174570528,0.3810717007198228,0.23080908022070284,-0.5521887706746188,0.14746846193189916,-1.3646346644806255,0.4120692891523397,0.8864115854974008,-0.37063896283816194,-0.4325411855896219,0.4208092764526636,0.5314802781944563,-0.18229715661363383,-0.4221120023214316,-0.80829490202688,-0.9682218334483165,0.23114904911328985,0.962847577170522,-0.03760010548796607,-0.518160553649028,-0.13432739462494567,0.3168480614431259,-0.24763949090466408,0.5000641596378738,0.08019066091957043,-0.06910169622148818,-0.6626153550519555,0.8980763396042735,0.5639013273867328,-0.5097822451922227,-0.1252898675876996,-0.07327346007395238,-0.020474108911427,-0.5428414858048136,-0.4340967187740907,1.3285533102527456e-13
B_Brisbane_3_2007_EPI_ISL_19933,3.5668749384743594,-5.128091164578941,15.530641779890447,-8.030227630898574,-3.3231983379304313,-1.1342083606955673,-0.65950922893258,8.15502825306117,-1.2461721189338673,-3.4792500908984945,0.5390320889989227,-0.43605793799896425,-0.4459739255486634,-0.5121259811705763,-1.7693506981754537,-3.5494960734139522,-1.1935403593483027,1.8532798729968745,-1.0166718006288153,-4.282651771145562,-2.0056413949447878,-0.012739731111942768,-1.6527146694211081,-0.2056821631977985,-1.001710805637129,-1.2665280191737134,1.2670678113659612,0.14441044164012196,-2.237818068729623,-1.5610523310547046,-2.8239715621586394,-0.5706843148688315,1.379834026630385,-0.26728629526603365,0.9774430281637563,-0.30650922725167534,-1.7469759878982016,-0.3831333880583658,-0.887542395296242,0.5311319899031426,0.05557105705889307,0.09083329632702447,0.5205238207133513,0.2594106440823683,1.3285196402954427,0.48443904927978665,-1.1392757202688146,0.09501785792900501,0.5657533516314354,-0.6817776712857366,0.2764510974562605,-0.7136552176518346,0.7364820159908921,0.39330009937956006,-0.262273454688574,-0.33849223679567825,-0.17136054944298576,-0.6173785495660551,0.3510421182493101,0.23469473447051914,0.2137774972146443,-0.46453677315346753,-0.2430114017080337,0.23740860956068122,-0.2325267809371877,-0.21135158736604157,-0.09008090285263415,-0.6636940537398933,0.10186658827888524,0.2215640849387107,1.3285533102526903e-13
B_Brisbane_9_2008_EPI_ISL_23837,7.630071151150997,-0.7454238566738622,5.990090151166825,-14.224457523160101,-3.990526245809883,3.1057881881975193,-2.9632487800428753,2.359767084136382,-0.43760964988353507,-2.162624330358802,1.2914658145171996,0.49615670365338704,-3.511754106661292,-0.4888720241446235,3.1714620083263934,0.07894126404076268,-2.2572640104444557,-2.8736248263526156,0.8276225170270519,0.6572596598003169,-1.2385680586790835,-1.1587493855182827,-0.6001653925017528,0.8579047024396848,0.3481178425838626,0.5382341071496124,1.795679366870069,0.26637087997746955,-0.08921440224396643,-0.5061484388269772,0.2099311000446228,1.0963744744128925,-0.0005383865952711234,0.05163602360136129,0.5357078024873614,-0.3979444864702607,1.5706739172203112,0.4271054718024855,-0.34216096662684226,-1.3843493174637995,-0.20386930026145364,0.234892008683492,-0.8345075311699212,-0.5038587125143299,0.3906814911386838,-1.0322424253537084,-0.32949346131041024,1.1039265102423317,0.7809747949698979,-0.08107596227483979,-0.2991249352351629,-0.43136377375805735,-0.10745010081317813,-0.9980220976771674,0.6952070902417157,0.11248099475023347,0.6204631030060511,0.43489293383987204,0.5520505107253554,0.30789414000651383,-0.4090106428093645,-0.9618994107845419,-0.08652524040948416,-0.31089492229609994,0.8682798483206603,-0.45890623206405606,0.4647094567550676,0.09180041602756032,-0.5667367614561446,0.38519843592953185,1.328553310252638e-13
B_Catalonia_S4125_2011_EPI_ISL_99637,8.79997235105828,-7.013053019755961,13.157250430594623,-8.710981052800548,-5.746633922160681,-5.40107660437071,4.926526496057476,-10.324635786321533,1.6108511253244753,4.805424522748772,2.6782690832196283,-0.3736323036729121,-3.406658989280649,0.48704777327056237,0.47076816263490423,-1.8718020063649405,0.4202759477347239,-0.37727834692195117,2.7192815326172735,-1.4799960986930822,0.2543847211659447,-0.6454438169250994,-0.9026554893997141,1.5972787251500602,0.1970944783265855,0.20300827371077534,-1.0565647261300382,0.9984308910820938,1.134144448881708,2.3591446050124767,-0.9520605371509535,1.1289585509808249,-1.049650074388477,1.1066552670284537,-0.03547736378870297,1.2369907560997493,1.4330142522140277,-1.029086855473266,0.644893194200665,-0.5275372207004644,1.6375130403874756,1.117120924814777,0.944393513738118,-0.6041753446005658,-0.34937678781132786,0.25347596137359246,-0.4768910268699869,0.07706553255436108,0.641132429759432,-0.30027920814529063,0.535671570861345,0.05870630976674365,0.5265930653796628,0.3286306436896201,-1.0502130276204187,-0.6856168285696327,0.04634074807293486,-0.14047149181139776,-0.574394811024993,-1.1008207517108108,-0.25177461908605514,-0.5956967029331504,-0.24266791202501245,0.13322897537196582,-0.028348596597032726,0.20779675420229757,0.0894545768927016,-0.01935907853668744,0.006069935075964555,0.08022133547275852,1.328553310252639e-13
B_Catalonia_S4251_2011_EPI_ISL_101397,5.262724605073074,-2.904706827392521,3.1817570247775655,-9.569227626090743,-5.87819450384011,0.8216202845535544,2.4415813864469396,2.0648246700356885,-1.7882716689795604,1.1670664345436472,-5.553459938024728,-4.436016513368892,-0.10282755447250916,-2.4948502575558096,-1.3119499211173382,-0.5141035809913167,0.7528051906294322,-1.4250089607353595,-1.5181471974484575,-0.8754455475946682,-0.3165764306256881,-2.873840864108922,-0.29293630087957423,3.8026505488715445,2.9578123177938127,-1.2183489704560058,1.567806621734485,1.3102045436995924,1.105168698744539,-0.2779759365584252,0.6197358282365468,0.5281333396977753,0.3207152904745183,0.3563424820752427,-0.4888063885585759,-1.3976771078695986,-0.44195397743821263,-0.08587634617027884,-0.5882012377296346,0.3008894043318962,-1.264293940479192,0.40317640671242005,0.07913387637346188,-0.3070001867484347,0.7283579249145797,-0.8910620175266875,-0.8044076425709487,-0.016426117491509795,-0.3863020257937268,-0.4594941321701249,-0.050814395841422125,0.43041833087835873,0.027986499006825687,-0.05012061415891981,-1.0626829435542746,-0.00963196471041704,-0.1281998798554211,0.36110500162593323,-0.3931659615843726,0.0586316494464063,0.026860683652635525,0.6518704844822794,0.07483673583533855,-0.6971420566777792,0.3098246184689746,0.20107479239597228,0.1628826332324778,-0.055656961665416525,0.006000098066706844,-1.0048639083054567,1.3285533102525707e-13
B_Chantaburi_218_2003_EPI_ISL_7109,14.337680393825677,27.867853105557067,8.582242802348699,2.914808790633642,-0.8533013025365459,5.59680261222271,-6.170292847416486,2.724663527507366,0.06945968267097741,3.4221623868274067,2.1068662327349204,0.3018837727882295,-1.5049547912882661,-1.5522039027238523,-4.869961544887121,-1.2669581448955283,-3.5180006129101953,-2.8428471501808525,-1.621801819394563,-0.0694229945306609,3.4412821547312697,1.3932284976083096,1.8727433947033771,-0.25466453190862737,-2.234749506605799,0.6179512149019378,0.14135377567655505,-0.14512421180731022,-0.806207352707862,1.817812664976593,-0.2889645183178628,0.16252670057868096,-0.5871210694732573,-0.8098904572041313,-0.6023716281417864,-1.30615524869464,0.04668484631781886,2.354898139114546,1.6337397469640471,0.7217084568894953,-0.2714487699504067,1.0864023908847278,-0.9504064964790495,0.19885332723266905,0.5347754579288786,0.40579108319815416,-0.18284692454216478,0.18917230438561652,0.24151688830578744,0.6992460669984641,0.8139145891747583,0.5203575361821157,0.6810603397295734,-0.11718027881109344,-0.46442322657813434,0.7296531961493884,-0.4629594194911434,-0.3432926029737204,0.2606035998991783,-0.5438036579350422,0.1286105870043915,0.3977239266645628,-0.2799751063707034,-0.17685881945689202,0.1715248196351583,0.08868610626470923,0.18702607531662915,-0.20188213403969665,-0.34632221456264817,0.14937936643500116,1.3285533102527517e-13
