Compared Matrix,RMSD,Normalized RMSD
B_Ghana_FS_11_1994_2011_EPI_ISL_103131.npy,1.611012021151003,0.0
B_England_170_2010_EPI_ISL_90660.npy,1.8809735016581646,0.15106227014117218
B_Dakar_08_2011_EPI_ISL_106887.npy,1.977972087475223,0.2053397416770398
B_Ghana_FS_11_1827_2011_EPI_ISL_103130.npy,1.9884784686078512,0.21121879442886785
B_Soligorsk_140_2007_EPI_ISL_20513.npy,2.012443778779021,0.2246290563384302
B_Hong_Kong_2188_2010_EPI_ISL_86995.npy,2.01830653879257,0.2279096793194414
B_Hong_Kong_1127_2011.npy,2.039362811062935,0.2396921317044867
B_Paris_1850_2010_EPI_ISL_87007.npy,2.065802413402959,0.2544869325909336
B_England_110_2010_EPI_ISL_98924.npy,2.1228627296298384,0.28641615778266194
B_Hong_Kong_1895_2010_EPI_ISL_79613.npy,2.2092482956590422,0.3347549048042226
B_Perth_204_2008_EPI_ISL_23845.npy,2.2146414238071723,0.3377727360136539
B_Sendai_H_114_2007_EPI_ISL_20649.npy,2.21819750860914,0.3397626133916805
B_Serbia_1894_2011_EPI_ISL_93728.npy,2.242940963293487,0.35360830140884014
B_Hong_Kong_1832_2010_EPI_ISL_79612.npy,2.243002363137864,0.353642658902585
B_Novosibirsk_02_2007_EPI_ISL_20439.npy,2.2475569796182557,0.3561912843726254
B_Johannesburg_40_2010_EPI_ISL_81367.npy,2.2648205987477916,0.36585148290043384
B_Hong_Kong_22_1989_EPI_ISL_6613.npy,2.305835780160576,0.38880233649194423
B_Nordrhein_Westfalen_1_2010_EPI_ISL_87006.npy,2.311085917440376,0.39174015434117737
B_Stockholm_4_2009_EPI_ISL_70636.npy,2.3124628345031266,0.3925106354368673
B_Brisbane_1_2008_EPI_ISL_23200.npy,2.327430890742875,0.4008863064804893
B_Mie_01_1993_EPI_ISL_6618.npy,2.3316831568620007,0.4032657458434411
B_Paris_1900_2011_EPI_ISL_103135.npy,2.3378194889139716,0.406699451453476
B_Jeju_2787_2007_EPI_ISL_20505.npy,2.353414123680647,0.4154257368681611
B_Yamagata_16_88_EPI_ISL_20958.npy,2.3945571548481617,0.43844813131116717
B_Johannesburg_90_2007_EPI_ISL_100319.npy,2.4008742955870765,0.44198301198758444
B_Hong_Kong_2190_2010_EPI_ISL_86996.npy,2.4060014228047173,0.4448519971307403
B_Yopougon_GR852_2011_EPI_ISL_103133.npy,2.4137572374526566,0.44919191616404397
B_Brisbane_9_2008_EPI_ISL_23837.npy,2.415223749709019,0.45001253201716407
B_Catalonia_S4251_2011_EPI_ISL_101397.npy,2.4216224868618066,0.4535930715760702
B_Dakar_05_2011_EPI_ISL_106886.npy,2.4351714054770808,0.4611746361760873
B_Shizuoka_15_2001_EPI_ISL_20974.npy,2.435469209600803,0.46134127834630484
B_JOHANNESBURG_23_2010_EPI_ISL_83772.npy,2.445846333644699,0.46714800274514334
B_Turkey_17_2011_EPI_ISL_106875.npy,2.446699210173104,0.4676252466255997
B_Chelyabinsk_306_2007_EPI_ISL_20540.npy,2.463314408053842,0.4769226082565768
B_YopougonGR926_2011_EPI_ISL_103118.npy,2.4685104918120953,0.4798301793918766
B_Bangkok_163_1990_EPI_ISL_6819.npy,2.4908395133028445,0.49232482370219377
B_Yamanashi_166_98_EPI_ISL_20976.npy,2.5172881645499294,0.5071246880830339
B_Tehran_5246_2010_EPI_ISL_85709.npy,2.5304186819057097,0.5144721280072997
B_Barcelona_00143_2008_EPI_ISL_100274.npy,2.5448666624067418,0.5225567804152694
B_St_Petersburg_94_2008_EPI_ISL_23329.npy,2.562532582713417,0.532442094500249
B_Panama_45_90_EPI_ISL_20945.npy,2.578909625497715,0.5416061917505214
B_Indiana_01_2008_EPI_ISL_23947.npy,2.5831563838861147,0.5439825491541316
