Compared Matrix,RMSD,Normalized RMSD
b/tehran/5277/2010,14.431269794457446,0.0
b/stockholm/8/2009,25.80489480618171,0.16488104233988066
b/stockholm/7/2010,31.638073839421924,0.24944340817877128
aligned/b/brisbane/60/2008,32.13378347422941,0.25662960617639535
b/dominican/republic/5486/2011,36.42825726382263,0.318885686713561
b/shanghai/jingan/1392/2011,38.291819416854814,0.3459013540966829
b/hong/kong/1351/02,38.884842556144456,0.35449828543888484
b/hong/kong/1153/2011,40.830462063056856,0.38270352096984667
b/osaka/16/2007,40.881044825592085,0.38343680860704604
b/denmark/24/2011,41.43463899677141,0.39146214651674843
b/florida/16/2008,42.52269668633211,0.4072354892984701
b/aix/en/provence/1795/11,42.61459591234123,0.40856773299025634
b/stockholm/1/2010,43.18185217658714,0.4167911273808996
b/norway/2429/2011,44.24730663391514,0.43223679587347097
b/victoria/02/1987,45.153312744254215,0.44537097531802095
b/yamaguchi/01/2010,45.2465542858479,0.4467226782756529
b/missouri/01/2009,45.47767730080844,0.4500732198642974
b/brazil/2937/2008,46.201529258598256,0.4605667489877843
b/victoria/304/2006,46.33337186302177,0.462478043409725
b/pennsylvania/05/2007,49.34811043060203,0.5061820724147673
b/norway/2368/2011,49.39025320681138,0.5067930073507557
b/hong/kong/22/2001,51.14783750920705,0.5322723361909877
b/illinois/13/2005,52.88201633957185,0.5574123608409611
b/odessa/394/2007,52.94657132759255,0.5583482008833505
b/hong/kong/1129/2011,53.26947239947989,0.5630292296011575
b/norway/459/2010,53.659497180799185,0.5686833365737384
b/slovakia/1731/2010,54.308722435365524,0.5780950181243368
b/agadir/156/2011,54.533218758706425,0.5813494939625822
b/malta/636714/2011,55.475130109943514,0.5950041841096237
b/stockholm/10/2010,55.914312464738195,0.6013709180542708
b/nevada/03/2011,56.44949501450882,0.6091293465726485
b/denmark/23/2011,56.53352397561637,0.6103474966945197
b/texas/37/1988,58.20793301395766,0.6346210512789585
b/johannesburg/18/2007,58.92099159940444,0.6449581111606297
b/milano/36/2010,59.87303232137058,0.6587596446581714
b/voronezh/20/2011,61.22473200001432,0.6783549497359739
b/paris/1762/2009,65.72131315462514,0.7435409381058944
b/egypt/80/2007,65.85709852619445,0.7455093899913554
b/hong/kong/514/2009,66.97318814383102,0.7616891057205923
b/cambodia/30/2011,67.454137805644,0.7686613315035764
b/singapore/21/2009,68.22026817719056,0.7797677618719614
b/hong/kong/121/2007,68.97818081486065,0.7907550614860066
b/santiago/6025/2011,69.96453695632026,0.8050540583805373
b/hong/kong/90/2008,70.40225284753356,0.8113995333120199
b/moscow/1/2010,71.43112860551167,0.8263149281170002
b/stockholm/5/2010,71.55794641777672,0.8281533791870829
b/hawaii/13/2004,72.31895678142607,0.8391855858811327
b/taiwan/11/2010,72.36642410820853,0.8398737097034772
b/milano/34/2010,73.15261876252988,0.8512710077463546
b/uruguay/12/2008,73.26349842842275,0.8528784068708964
b/hawaii/33/2004,73.3549605400841,0.8542043138081995
b/hubei/songzi/51/2008,73.39299577574127,0.8547557025953569
b/khabarovsk/26/2007,73.48723679823341,0.8561218948167167
b/yunnan/mengzi/1491/2008,73.70672244554531,0.8593037319416549
b/denmark/16/2011,74.03802762157501,0.8641065931842283
b/odessa/3886/2010,75.02069530808022,0.878352119325426
b/stockholm/2/2010,75.88874513195812,0.8909360544926572
b/hiroshima/320/2007,76.73626570138107,0.9032223813890423
b/brisbane/33/2008,78.22413941621919,0.9247917727413802
b/beijing/1/87,78.95078005772292,0.9353257288243487
b/hong/kong/1434/2002,79.08955656431489,0.9373375425632036
b/astrakhan/88/2007,79.56821781832451,0.9442765937810401
b/malaysia/2506/2004,80.19122330421737,0.953308172876675
b/hong/kong/330/2001,80.37357737964976,0.9559517214375975
b/ohio/01/2005,81.65963244534342,0.9745953904102841
b/switzerland/5632623/2011,82.0160901767736,0.979762882942149
b/stockholm/3/2010,83.41206255460405,1.0
