filename,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42
aligned_a_brisbane_59_2007,-27.486782972599098,8.015781442597845,-2.74881351150121,8.633438051002594,-11.52874059267379,-2.450593386798859,-2.969974289879534,-2.8068836117011218,-1.8953226677937522,2.313247763437238,-5.612718573021513,8.21769202181467,4.2687299428608485,-4.831575208885884,-1.9031302627362197,0.6216350701156104,0.4811333445882625,1.1668921432512296,1.7491537572257743,-1.4875002991248203,-0.41989315657292986,1.506079834077293,0.7195240747108446,0.20964962874833573,0.7421469663569658,0.7742600360897828,1.775139919898301,0.13187595685024664,0.2192855891575423,0.4531412128728549,-0.3345695726780965,0.5624405252162329,0.2379306894008617,-0.6652257477425751,-0.5500259535328753,0.07754720233203902,-0.5095017755240342,-0.07135310278461757,-0.5952074238905664,0.216395426003554,0.1825184045292131,-1.1462013089409044e-13
a_beijing_262_1995,-17.10963937694013,7.675553259092622,-17.424910573024505,-12.620168360883417,6.691997485013959,-6.3160717670728515,-4.746923891594251,2.1569491867547446,0.057761334905167654,-1.854290532453798,-7.818344902136165,1.7345153720110957,-2.1426846223026565,3.6751043587965873,0.3840659604372954,1.8026450115011579,2.3698479908148276,-1.2356561909721504,-0.5618471522336723,3.5425653831887187,0.090904823709066,-0.3431860441258417,-0.7010004469937522,0.27707331408134717,1.4398609039753063,0.04070030313305139,-0.34724725969844117,-0.7176618211314395,1.2613295120077943,1.354119871230923,-0.7780939673688302,0.3229861574620693,0.31887685593412574,-1.0092206956687857,0.4183538055963043,0.053444498588962885,0.7834677376852305,0.17805432164522625,0.28389344240781805,-0.13192526310584038,0.40341529478514815,-1.1462013089409463e-13
a_brazil_11_1978,5.35193520399696,12.309895636421414,27.6344286411403,21.119532161802628,-4.746020917740585,-3.633579429102683,-6.175401023010003,-6.09860416362472,0.6153579833542533,1.299287987781387,0.8784891866423361,-3.070095074501694,0.8293565316879634,4.0571696238904496,1.5195136712174813,-0.007269726113116087,1.597105166672039,-2.4654374039125337,0.08501227509777709,0.11806939634571686,2.0053911675117924,-0.3689919372535057,-2.150130632877952,-0.2691620629313046,-1.0525353888893967,-0.7967262097025618,2.595105418943375,1.3790533952510575,0.7371319503393764,0.13690298383792948,1.1285741978823545,0.3131901144766829,-0.2620530570396372,-0.7588167725192,-0.7106526415886224,0.3941209758930571,-0.10787029282891249,0.14749957172622413,0.10144671559842447,-0.20648227760160356,0.06552058394615612,-1.1462013089409016e-13
a_california_45_1978,-30.72703694102522,7.113024377593541,-12.86958381924369,-3.1599465416451635,2.852336874071686,-3.3676613277043947,-8.047276409199725,1.2303233828670022,-2.906092160300488,-5.737418901256465,0.06654860785330272,-1.6226707188760212,4.901700302746279,2.5285357825731825,0.810955369080584,-1.6794173567198682,1.1617514368865898,-0.852631304638709,2.1975019291219895,-2.049357230234038,-2.3893975196842048,-0.4440668423093181,1.093045139059375,0.7647195866891691,-1.0871767093363829,-1.4703276265283283,-1.8543999459244038,0.9667463943443233,-1.0970861526196318,0.9524201578501882,0.311637608004325,0.2750157266944634,0.41677400946276594,-0.36538583059464425,0.09237783981508764,-0.492466768463436,-1.0162647686528752,-0.173198782031026,0.6643041665665241,-0.1470896284284075,0.15475621559233443,-1.1462013089408966e-13
a_chile_1_1983,-20.31152019557798,6.359363368249479,-8.718215601022324,-1.0869804316698575,-5.001693180740115,-0.8094337435057803,-0.3627267544439393,5.131837351082916,-3.0735004585940717,-3.388162856657889,2.1169006301736673,3.3665980528142003,-4.05531709665974,1.9064037586651483,4.845006074881143,-2.1518880971513314,-0.45237789540584394,0.31473685758233055,-1.0834678556505795,0.657399376297709,1.3325824665278756,1.3248288013042175,1.3133206557965162,-2.725172125989937,1.8497243439692657,0.22832697533662671,1.5898059018028932,1.3855562874964706,-1.6915570740877333,-0.672096787155557,-0.26096310186497595,-0.7941837551952708,0.17920940476185648,-0.010710766765239282,0.23620289700784683,-0.26749652702237053,-0.22022871618093628,-0.44961946815370996,0.31578400909436,0.16807766528801393,0.4686041203287316,-1.146201308940916e-13
a_denmark_22_2005,-21.922717920936318,-9.951377272722791,-6.971358296309115,-2.181200013433029,12.655095395489399,2.9304899512863978,7.907100350487606,-3.805181460258869,5.293829644759257,-0.5498671215857277,-5.1409423228275335,0.6316176725005503,-0.2840710008149931,0.23305565747322723,1.409944203269976,-2.6704138307944736,0.12384231522174696,1.7155365779709337,1.8791721821597067,0.7282286545557575,-0.014742624526537263,-0.7276072765718469,0.04841059591372798,0.0499998163198734,-1.2455628403674723,1.5355396359765214,1.4055608831783262,0.3063775133173973,0.4369291832003147,1.1916459932149648,1.4016761343767832,-0.10439740835129341,-0.4123934382012092,2.0059758139484782,-0.010040535990816335,0.0984598438331321,-0.23065970306382924,-0.0010447996278609992,0.6415304037762467,0.3924571051870309,0.17815123636330177,-1.1462013089409213e-13
a_denmark_3_2005,95.90161148460687,-40.29426428903039,-0.7757317258141018,-10.399769426690328,-2.9151565369217907,3.0167968817358974,-5.344337268915778,-6.995590229244016,-1.5688390699067858,-3.6005304824765725,-0.841199128760541,-0.6315657356497958,-0.6707659017820701,0.0874963472911047,-1.0378167719913962,0.607297161289171,-2.0908498645011413,0.18859398854926432,-2.211233099333855,0.508505591550852,-4.582601548793416,1.2279601229723203,-0.27072049796150355,-1.2129022863954249,-0.37150501257318336,-0.45363187075761513,1.2017240979631367,1.0482954083125735,0.578517259381877,0.4088285356172151,-0.15984796558354022,0.33055915732550945,-0.3141672717591882,0.13790681255780987,0.11239461532559603,-0.6143709084162264,0.1320485113727302,-0.006571533528704154,-0.034128147934774845,0.40421152509907765,0.020621757749903772,-1.146201308940891e-13
a_denmark_56_2003,-14.55732343668549,6.634042115369255,1.8757613730714795,-6.7136169884471055,9.248209641767689,6.14961462383012,-3.147867710297413,1.8748266850365582,-1.528641928926892,5.396827442574482,4.669213687841119,-1.5182279473510014,3.2571023417682956,-1.458908254943612,1.664806298803191,0.9110207211219635,0.9854580784001605,-2.1198375433697336,3.4696595001797377,-0.96002838570651,-1.8268545944269445,0.43508764933055255,-0.8936712873880085,-1.245793409490698,1.6948350664382426,1.1336393355758296,0.6411808683133359,-0.4177595026028777,0.47159442803940144,-1.045015084162634,0.3795719718598719,0.7511715717053371,-0.9904793227632493,0.06500591153226314,1.4070089412719542,-0.4983613370932453,0.8275481769076002,-0.06006073399760482,-0.009726249873623551,-0.04682009916218834,0.3354463182002955,-1.146201308940953e-13
a_denmark_86_2003,-19.52234003340241,4.760309319612988,-0.5468677630411662,-3.267192398966199,4.614201067330715,7.742748563841152,-0.53475972598293,-0.8031036443117803,3.926984180667471,1.1887330967130374,2.9181081298087106,1.779257001684385,-1.5515636103781802,-2.8478784770168555,-0.37192926897268974,0.14568728384464436,-1.2859334139531806,-1.5287352868426647,1.2810413019772815,1.4974047369041146,0.11162725701310211,1.1162014217287954,-0.35056464651342367,-1.519724880706123,-0.872074066943738,-1.0547775194413498,-0.689562002679741,-0.1748107943972849,-0.4221760481770439,1.2896609721153547,0.14985874809391928,-0.958052212213902,0.11986369257895338,0.1467119234230135,-1.572031656903499,-1.2843165187177723,0.4369643079451199,0.7957869416973601,-0.49494782888699485,-1.045555217869033,0.38740337653313955,-1.1462013089408724e-13
a_egypt_10_2007,-26.582823009892223,3.168586996103351,-5.989568197342187,1.2558826406209185,0.23064606559876139,2.262683844662751,-1.9976233889014023,-1.3368914233335238,0.3945793824274541,-2.9395096442446285,2.648268567856634,1.6846460281664855,0.4605572855898773,-2.1986536010008706,-1.5661350653317279,-0.11476378151461601,0.3380751127049731,2.221534710661145,-0.7127410167190348,1.853495478115966,0.35371020574820994,-0.5868073685946618,2.085030750512793,1.3903296973761903,1.8812165791613424,-3.395605427110442,0.83383636592055,0.22247067071883445,1.6473570477010417,-0.732210127768575,1.6474773251113484,-0.3786612761365929,-0.148435916531137,0.391974937200517,0.7271554386115248,-0.035510591028871,0.13532600103341585,-0.1669464792339446,0.04339702028073579,-0.5005668594279022,-0.5651899147823017,-1.1462013089409016e-13
