,PC1,PC2,PC3,PC4,PC5,PC6
0,0.012935802211942493,-0.019816035710183897,0.008750278236669429,-0.007636304894810133,-0.022528085484421766,-0.016186092845869835
1,-0.02264015375484021,-0.0015283087287900946,0.013829552970781433,-0.013799936690067956,-0.02347438566809518,0.0002439070332000444
2,0.0024882067007051937,-0.0023970887040720037,-0.009719963879600012,0.006750225398334461,0.005419354309914633,0.007005016891147538
3,0.013919368838551431,-0.018928714841278713,0.010058697766600783,-0.006792878989529765,-0.021376527367086357,-0.017917716729790947
4,-0.021641123175095527,-0.0018498063151984943,0.01277260382871059,-0.013275950384383374,-0.021903799680203975,0.001450198759059408
5,0.002897292636631157,-0.0030510521585665204,-0.009953568575218598,0.007176304300238802,0.0052413622171002035,0.0067018226301340375
6,0.014070306247808802,-0.01656025373110255,0.009129349981486401,-0.0074261330505996205,-0.01717169880295469,-0.013378611421344791
7,-0.021477855818723666,-0.001508493927015889,0.010992717715412152,-0.014258851693918643,-0.019791202561819234,0.004108216884026264
8,0.0021448192347813476,-0.0041296079122032595,-0.009810225784874017,0.006739689211669833,0.0026612609374617605,0.005813323223804467
9,0.014767885384498644,-0.015617053126469676,0.010725917112719514,-0.005666235523159714,-0.016160258153062632,-0.015348631360830901
10,-0.021073237572964053,-0.0014970091350405127,0.009672909672900515,-0.015152927317871148,-0.018145364800080745,0.0055643289545946025
11,0.00207651471839355,-0.004949660256475416,-0.009917233023157826,0.006759265436451347,0.001560508474567224,0.005099634571617115
12,0.015113156696927036,-0.013368348806730664,0.010409530921865745,-0.005860885031862393,-0.012417656387067249,-0.012367934480570891
13,-0.01998176209296535,-0.0023853727255597427,0.009686648231605813,-0.012042561247320803,-0.018801880545495905,0.003741733685608013
14,0.001353048646866111,-0.005035809713222735,-0.010448962531263794,0.007069003098682917,0.0014479080973898272,0.007371768185936166
15,0.01639398148384962,-0.015325723623376775,0.009945001636602302,-0.00014580829764118035,-0.012685837085270595,-0.010804356762319157
16,-0.018558208445303485,-0.0017812070751356593,0.010380734969461349,-0.012970836547200841,-0.01719171585175053,0.0022378714802818345
17,0.000528615307925484,-0.00492338019958332,-0.010607063295642455,0.007255371893966622,0.0011153943454617929,0.007441841081924179
18,0.01636685214649707,-0.011989535417040313,0.01148720615083219,-0.0024867275358413845,-0.009075633197429224,-0.012949987035934541
19,-0.016941612015034226,-0.0028598679204585135,0.011292797840927274,-0.009761693777898206,-0.017633126306971333,-0.0019093067853356333
20,-0.0003400448580719157,-0.0021551734818263937,-0.010073088282581863,0.004829145029566389,0.0037512849629706456,0.006485797896179355
21,0.016642800127054443,-0.010973237612592236,0.012117698232645439,-0.0028352120081823044,-0.007534236652227886,-0.014789295403866188
22,-0.01669408711726711,-0.002820529643980033,0.011235559617650208,-0.009040074920734388,-0.017408998648676077,-0.002928665915800494
23,-0.001621595628721134,-0.004034771352995911,-0.011163358076702939,0.005463138063035438,0.0012067159217459319,0.00865913024262803
24,0.017866828507637645,-0.013462803162694152,0.011399026142309929,0.0024308765837163693,-0.007035917342851044,-0.017569493167441757
25,-0.014184419766212647,-0.0036429930989787633,0.010378809192086952,-0.00635823161002197,-0.017240133239308356,-0.0068002877505377556
26,-0.0037050746727948117,-0.000411775499009147,-0.008687642270419115,0.001309493043411315,0.0012073566004859489,0.005230184857435242
27,0.01824454203174365,-0.011101934248668337,0.012949846618183207,0.0004167115230008326,-0.0074721580640628345,-0.02370780778034837
28,-0.014038915983562716,-0.004866131410265954,0.009864005236528353,-0.004814058641269021,-0.016165654129380688,-0.0077791641445405235
29,-0.006644253619146861,-0.0014247316498201064,-0.010296915280544926,0.00033605487688175803,-0.003333286557984738,0.00881524699070762
30,0.01855834864448613,-0.016305776586312267,0.011000062810583827,0.005701545230006705,-0.008244339862660183,-0.025130090389503996
31,-0.012565282057511928,-0.003659141496742535,0.01032946502056542,-0.006835442359731632,-0.015845988706139583,-0.011003987742400315
32,-0.0060534001192692165,-0.002170710549300262,-0.010321197026550781,0.0016412075919253067,-0.0016892722363108998,0.009655507481528545
33,0.017079573459142783,-0.014448035234246913,0.011798429551582033,0.0038171534366082914,-0.009723827064098025,-0.02648464361702478
